series_id,FIPS,Average2007,July2015,2007Ave_pls1,DateReturned3MoMovingAve_pls1,MonthsReturn_pls1,Returned,Month,MonthNUm,County_Name,LAT,LON,State,Rural_urban_continuum_code_2013,Urban_influence_code_2013,Civilian_labor_force_2011,Median_Household_Income_2013,Median_Household_Income_Percent_of_State_Total_2013,Pct_less_than_hs_2009_2013,Pct_HS_Grad_only_2009_2013,Pct_SomeCollege_2009_2013,Pct_college_grad_2009_2013,Net_Mig_2010_2014,MigRate_2010_2014,Total_Business_Establishments_2011,Business_Estab_under_20_emp,Business_Estab_20to99_emp,Business_Estab_100to499_emp,Business_Estab_over500_emp,Stimulus,StimulusPerCapita,farm,mine,manf,fsgov,serv,nonsp,house,loweduc,lowemp,perpov,poploss,rec,retire,perchldpov,PctBlack,Summer678,Spring345,Fall91011,StimPC_Limit,StimPC_Limit2,HolidaySeason,January,February,March,April,May,June,July,August,September,October,November,December,OilRegion,Bakken,EagleFord,Marcellus
LAUCN480210000000003,48021,4.484,4.3,5.484,2013M12_3moAve,48,1,12,12,"Bastrop County, TX",30.100771,-97.310643,TX,1,1,35690,50151,96.97760761,19.56596139,32.17039438,31.98920943,16.2744348,2596,3.50,1038,769,74.00,56.00,139.00,40711314,547,0,0,0,0,0,1,1,0,0,0,0,0,1,0,8.785270123,0,0,0,547,547,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
LAUCN481630000000003,48163,5.076,3.5,6.076,2011M11_3moAve,23,1,11,11,"Frio County, TX",28.869334,-99.108788,TX,6,4,7969,35405,68.46308543,36.07879066,34.68621164,22.74851122,6.486486486,769,4.47,273,170,29.00,23.00,51.00,9598731,557,1,0,0,0,0,0,1,1,0,1,0,0,0,1,4.87324637,0,0,1,557,557,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
LAUCN485070000000003,48507,10.544,12.9,11.544,2014M11_3moAve,59,1,11,11,"Zavala County, TX",28.864652,-99.75983,TX,7,9,4585,25291,48.90551882,39.6572104,23.72931442,27.24586288,9.367612293,28,0.24,110,78,13.00,6.00,13.00,7266952,620,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0.4913793103,0,0,1,620,620,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
LAUCN482830000000003,48283,5.072,3.6,6.072,2011M11_3moAve,23,1,11,11,"La Salle County, TX",28.351098,-99.096774,TX,6,6,3133,35491,68.62938469,47.12643678,27.49237626,20.24395965,5.137227305,347,5.04,89,59,13.00,3.00,14.00,4827216,700,0,0,0,1,0,0,1,1,1,1,0,0,0,1,3.545857484,0,0,1,700,700,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
LAUCN480250000000003,48025,6,6.7,7,2012M04_3moAve,28,1,04,4,"Bee County, TX",28.416077,-97.742586,TX,6,5,10582,41804,80.8369107,29.21787967,31.22496893,31.31703724,8.240114165,467,1.47,449,301,53.00,14.00,81.00,23057263,723,0,0,0,1,0,0,0,0,0,1,0,0,0,1,9.898328131,0,1,0,723,723,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
LAUCN482870000000003,48287,3.652,3.8,4.652,2014M04_3moAve,52,1,04,4,"Lee County, TX",30.321105,-96.976365,TX,6,4,8859,52088,100.7232084,18.36660617,37.40471869,28.50272232,15.72595281,-53,-0.32,400,299,44.00,12.00,45.00,13140690,791,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.08405186,0,1,0,791,791,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
LAUCN483230000000003,48323,10.912,10.5,11.912,2012M09_3moAve,33,1,09,9,"Maverick County, TX",28.729787,-100.316678,TX,5,8,23894,32073,62.01995591,43.3825206,22.60334213,21.82807258,12.18606469,-282,-0.52,762,514,67.00,33.00,148.00,43858650,804,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0.3086876546,0,0,1,804,804,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
LAUCN484790000000003,48479,4.96,5,5.96,2012M11_3moAve,35,1,11,11,"Webb County, TX",27.760799,-99.340752,TX,2,2,107829,38652,74.7418494,35.81932162,21.90481731,25.10981499,17.16604608,-1504,-0.60,4779,3250,439.00,225.00,865.00,264424904,1051,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0.3692062325,0,0,1,1051,1051,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
LAUCN482890000000003,48289,4.18,5.2,5.18,2014M11_3moAve,59,1,11,11,"Leon County, TX",31.300493,-95.995622,TX,8,7,7150,43617,84.34273118,17.13442899,35.55836494,32.49051833,14.81668774,53,0.32,348,254,33.00,18.00,43.00,18170127,1083,0,1,0,0,0,0,0,0,0,0,0,0,1,1,10.3880013,0,0,1,1083,1083,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
LAUCN480410000000003,48041,3.724,3.8,4.724,2013M04_3moAve,40,1,04,4,"Brazos County, TX",30.656717,-96.302392,TX,3,2,99696,39732,76.83025873,14.98247484,20.9236067,25.32129461,38.77262385,6850,3.52,3747,2423,382.00,184.00,758.00,228798299,1169,0,0,0,1,0,0,1,0,0,1,0,0,0,0,10.71613686,0,1,0,1169,1169,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
LAUCN481270000000003,48127,6.368,3.7,7.368,2011M10_3moAve,22,1,10,10,"Dimmit County, TX",28.423587,-99.765871,TX,6,6,4906,35801,69.22883552,38.44024748,25.98502117,26.35949202,9.215239336,674,6.74,187,101,22.00,21.00,43.00,13173331,1312,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0.8782201405,0,0,1,1312,1312,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
LAUCN480510000000003,48051,4.092,4.8,5.092,2014M04_3moAve,52,1,04,4,"Burleson County, TX",30.493487,-96.622091,TX,3,2,7758,45732,88.43253278,22.309778,37.97661413,28.12235214,11.59125572,54,0.31,302,234,17.00,12.00,39.00,27543247,1601,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15.06375228,0,1,0,1601,1601,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
LAUCN482970000000003,48297,4.008,3.7,5.008,2012M03_3moAve,27,1,03,3,"Live Oak County, TX",28.351535,-98.126961,TX,8,7,5229,49726,96.15577987,20.42628774,34.83718176,30.43220841,14.30432208,529,4.59,257,199,17.00,7.00,34.00,20189532,1746,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2.44536518,0,1,0,1746,1746,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
LAUCN484010000000003,48401,4.176,5,5.176,2014M05_3moAve,53,1,05,5,"Rusk County, TX",32.109423,-94.756382,TX,3,2,24267,44349,85.75820861,20.2330887,33.57246915,32.36304665,13.83139551,-14,-0.03,812,570,84.00,52.00,106.00,17625036,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.21388162,0,1,0,330,330,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
LAUCN171110000000003,17111,5.032,5.3,6.032,2014M09_3moAve,57,1,09,9,"McHenry County, IL",42.324298,-88.452245,IL,1,1,166572,75713,134.6918807,7.869127434,27.00177163,32.70573523,32.42336571,-7645,-2.48,7717,5988,599.00,227.00,903.00,106485819,344,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5855958043,0,0,1,344,344,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
LAUCN484590000000003,48459,4.088,5.5,5.088,2014M10_3moAve,58,1,10,10,"Upshur County, TX",32.735349,-94.941184,TX,3,2,18591,46489,89.89635302,17.50159481,35.24334872,33.99001839,13.26503809,837,2.13,470,359,50.00,21.00,40.00,14268414,363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.14989657,0,0,1,363,363,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
LAUCN480730000000003,48073,5.264,5.4,6.264,2014M04_3moAve,52,1,04,4,"Cherokee County, TX",31.843872,-95.156345,TX,6,5,22203,37735,72.96863519,23.27279365,34.00870068,27.66572359,15.05278209,-856,-1.68,774,540,81.00,39.00,114.00,20890912,410,1,0,0,0,0,0,0,1,0,0,0,0,0,1,15.95833601,0,1,0,410,410,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
LAUCN484030000000003,48403,8.412,9,9.412,2015M03_3moAve,63,1,03,3,"Sabine County, TX",31.3433,-93.851913,TX,8,7,3459,37576,72.66117492,19.73684211,40.03576903,26.78845171,13.43893715,-224,-2.07,159,125,9.00,6.00,19.00,4857226,448,0,0,1,0,0,0,0,0,1,0,0,1,0,1,9.924539115,0,1,0,448,448,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
LAUCN482030000000003,48203,4.492,5.4,5.492,2014M10_3moAve,58,1,10,10,"Harrison County, TX",32.547991,-94.374434,TX,4,5,31475,43777,84.65212515,15.37673466,34.63490733,32.1458508,17.84250722,747,1.14,1316,871,123.00,70.00,252.00,32943780,501,0,0,1,0,0,0,0,0,0,0,0,0,0,1,24.03155692,0,0,1,501,501,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
LAUCN170850000000003,17085,4.756,4.4,5.756,2014M06_3moAve,54,1,06,6,"Jo Daviess County, IL",42.362391,-90.21147,IL,6,6,12137,49573,88.18935459,8.121028744,38.32980333,29.88199697,23.66717095,-63,-0.28,727,594,61.00,30.00,42.00,11390493,503,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.1974067926,1,0,0,503,503,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
LAUCN484050000000003,48405,5.74,9.4,6.74,#N/A,#N/A,0,#N/A,#N/A,"San Augustine County, TX",31.382449,-94.16318,TX,9,10,3149,32140,62.14951464,22.80950134,38.2255781,26.60059777,12.36432279,-120,-1.35,141,102,19.00,5.00,15.00,4712131,534,0,0,0,0,0,1,0,0,1,1,0,0,1,1,27.94545048,#N/A,#N/A,#N/A,534,534,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0,0,0
LAUCN480050000000003,48005,4.528,5.8,5.528,2014M04_3moAve,52,1,04,4,"Angelina County, TX",31.251951,-94.611056,TX,5,8,38079,41804,80.8369107,21.79749104,31.14157706,32.07885305,14.98207885,-546,-0.63,1862,1202,187.00,95.00,378.00,46495289,535,0,0,1,0,0,0,0,1,0,0,0,0,0,0,14.71608636,0,1,0,535,535,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
LAUCN483650000000003,48365,3.808,5.1,4.808,2014M10_3moAve,58,1,10,10,"Panola County, TX",32.163978,-94.305156,TX,6,6,11927,49792,96.28340488,16.52550348,36.6020453,35.06493506,11.80751616,-89,-0.37,491,331,56.00,24.00,80.00,13019472,546,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.67006504,0,0,1,546,546,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
LAUCN170150000000003,17015,5.716,4.8,6.716,2014M06_3moAve,54,1,06,6,"Carroll County, IL",42.0709,-89.924189,IL,7,9,8312,43643,77.64000569,11.14316625,41.56148576,32.19437432,15.10097367,-396,-2.57,411,334,29.00,19.00,29.00,8589969,559,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5457598657,1,0,0,559,559,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
LAUCN050270000000003,05027,6.74,7.7,7.74,2014M04_3moAve,52,1,04,4,"Columbia County, AR",33.223038,-93.232843,AR,7,8,10435,36927,90.94200222,14.63318691,37.2975808,27.778142,20.29109028,-469,-1.91,592,401,65.00,44.00,82.00,14668776,598,0,0,1,0,0,0,0,0,0,1,1,0,0,1,36.05827442,0,1,0,598,598,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
LAUCN170690000000003,17069,8.612,7.9,9.612,2012M04_3moAve,28,1,04,4,"Hardin County, IL",37.517852,-88.266148,IL,9,12,1750,36567,65.0519462,16.81643132,38.25417202,32.76636714,12.16302953,-96,-2.22,69,45,6.00,9.00,9.00,2628144,609,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2.75,0,1,0,609,609,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
LAUCN484230000000003,48423,4.468,4.8,5.468,2014M05_3moAve,53,1,05,5,"Smith County, TX",32.375106,-95.268743,TX,3,2,102054,47711,92.2593495,14.76864521,26.45403516,34.26248977,24.51482987,4534,2.16,5504,3677,558.00,282.00,987.00,161806620,769,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.05944844,0,1,0,769,769,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
LAUCN170810000000003,17081,5.512,6.3,6.512,2015M04_3moAve,64,1,04,4,"Jefferson County, IL",38.30078,-88.92421,IL,7,8,18176,40663,72.33864655,13.17452059,34.57336108,36.33863535,15.91348298,-361,-0.93,968,613,80.00,76.00,199.00,30633133,789,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.82619553,0,1,0,789,789,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
LAUCN050730000000003,05073,7.288,9.1,8.288,2014M05_3moAve,53,1,05,5,"Lafayette County, AR",33.24066,-93.611643,AR,8,7,3005,30642,75.46361286,22.46207701,45.39089848,21.41190198,10.73512252,-378,-4.94,112,86,11.00,5.00,10.00,6034108,790,1,0,0,0,0,0,0,1,1,1,1,0,0,1,36.48790747,0,1,0,790,790,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
LAUCN481830000000003,48183,3.852,5.1,4.852,2014M10_3moAve,58,1,10,10,"Gregg County, TX",32.486397,-94.816276,TX,3,2,61027,46501,89.91955757,17.48478027,27.57456387,35.00792961,19.93272625,-1431,-1.18,4055,2534,448.00,209.00,864.00,99465320,816,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.85562808,0,0,1,816,816,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
